05-31-2024 13:29:13 RAM 2253/7451MB (lfb 17x4MB) SWAP 608/3725MB (cached 4MB) CPU [96%@1510,74%@1510,94%@1510,98%@1510,90%@1510,97%@1510] EMC_FREQ 14%@2133 GR3D_FREQ 0%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.937C SOC2@55.437C SOC0@54.843C CV1@-256C GPU@55.625C tj@56.937C SOC1@55.312C CV2@-256C VDD_IN 7080mW/7080mW VDD_CPU_GPU_CV 3070mW/3070mW VDD_SOC 1440mW/1440mW
05-31-2024 13:29:39 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [27%@1508,24%@1267,19%@1344,22%@1344,9%@729,22%@729] EMC_FREQ 26%@2133 GR3D_FREQ 48%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.406C SOC2@55.312C SOC0@54.906C CV1@-256C GPU@56.5C tj@56.406C SOC1@55.093C CV2@-256C VDD_IN 7787mW/7680mW VDD_CPU_GPU_CV 2671mW/2878mW VDD_SOC 1916mW/1758mW
05-31-2024 13:29:40 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [28%@1190,20%@1190,26%@1190,17%@1190,12%@729,13%@729] EMC_FREQ 26%@2133 GR3D_FREQ 8%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.593C SOC2@55.312C SOC0@54.906C CV1@-256C GPU@56.125C tj@56.593C SOC1@55.125C CV2@-256C VDD_IN 7827mW/7685mW VDD_CPU_GPU_CV 2671mW/2871mW VDD_SOC 1916mW/1764mW
05-31-2024 13:29:41 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [26%@729,19%@729,17%@729,31%@729,16%@1510,24%@1510] EMC_FREQ 26%@2133 GR3D_FREQ 6%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.5C SOC2@55.281C SOC0@54.843C CV1@-256C GPU@56.343C tj@56.5C SOC1@55.312C CV2@-256C VDD_IN 7747mW/7687mW VDD_CPU_GPU_CV 2671mW/2863mW VDD_SOC 1916mW/1770mW
05-31-2024 13:29:42 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [32%@1267,14%@1344,25%@1344,21%@1344,17%@729,12%@729] EMC_FREQ 26%@2133 GR3D_FREQ 29%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.343C SOC2@55.312C SOC0@54.875C CV1@-256C GPU@56.343C tj@56.343C SOC1@55.281C CV2@-256C VDD_IN 7867mW/7694mW VDD_CPU_GPU_CV 2711mW/2858mW VDD_SOC 1916mW/1775mW
05-31-2024 13:29:43 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [30%@729,16%@729,24%@729,16%@806,15%@729,10%@729] EMC_FREQ 26%@2133 GR3D_FREQ 86%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.406C SOC2@55.281C SOC0@54.937C CV1@-256C GPU@56.406C tj@56.406C SOC1@55.218C CV2@-256C VDD_IN 7867mW/7699mW VDD_CPU_GPU_CV 2711mW/2853mW VDD_SOC 1916mW/1779mW
05-31-2024 13:29:44 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [24%@1234,19%@1113,28%@1113,22%@1113,16%@729,13%@729] EMC_FREQ 27%@2133 GR3D_FREQ 95%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.375C SOC2@55.375C SOC0@55.062C CV1@-256C GPU@56.343C tj@56.375C SOC1@55.218C CV2@-256C VDD_IN 7907mW/7706mW VDD_CPU_GPU_CV 2711mW/2849mW VDD_SOC 1916mW/1784mW
05-31-2024 13:29:45 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [26%@729,18%@729,28%@729,17%@729,22%@1036,22%@1036] EMC_FREQ 26%@2133 GR3D_FREQ 99%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.343C SOC2@55.312C SOC0@54.968C CV1@-256C GPU@56.375C tj@56.375C SOC1@55.187C CV2@-256C VDD_IN 7827mW/7710mW VDD_CPU_GPU_CV 2671mW/2843mW VDD_SOC 1916mW/1788mW
05-31-2024 13:29:46 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [35%@1317,15%@1304,20%@1510,19%@1510,21%@729,25%@729] EMC_FREQ 26%@2133 GR3D_FREQ 7%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.468C SOC2@55.25C SOC0@55.031C CV1@-256C GPU@56.156C tj@56.468C SOC1@55.218C CV2@-256C VDD_IN 7707mW/7710mW VDD_CPU_GPU_CV 2591mW/2835mW VDD_SOC 1876mW/1790mW
05-31-2024 13:29:47 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [29%@1375,20%@1190,16%@1190,33%@1190,13%@729,23%@729] EMC_FREQ 26%@2133 GR3D_FREQ 71%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.375C SOC2@55.437C SOC0@55.062C CV1@-256C GPU@56.218C tj@56.375C SOC1@55.187C CV2@-256C VDD_IN 7947mW/7717mW VDD_CPU_GPU_CV 2791mW/2834mW VDD_SOC 1916mW/1794mW
05-31-2024 13:29:48 RAM 4282/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [23%@1267,22%@1267,21%@1267,32%@1277,12%@729,10%@729] EMC_FREQ 26%@2133 GR3D_FREQ 98%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.656C SOC2@55.406C SOC0@55C CV1@-256C GPU@56.343C tj@56.656C SOC1@55.281C CV2@-256C VDD_IN 7827mW/7720mW VDD_CPU_GPU_CV 2671mW/2829mW VDD_SOC 1916mW/1798mW
05-31-2024 13:29:49 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [28%@1302,18%@1267,17%@1267,30%@1267,9%@729,8%@729] EMC_FREQ 26%@2133 GR3D_FREQ 60%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.375C SOC2@55.406C SOC0@55.062C CV1@-256C GPU@56.281C tj@56.375C SOC1@55.125C CV2@-256C VDD_IN 7827mW/7723mW VDD_CPU_GPU_CV 2671mW/2825mW VDD_SOC 1916mW/1801mW
05-31-2024 13:29:50 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [27%@1038,21%@883,24%@883,26%@883,10%@908,11%@904] EMC_FREQ 26%@2133 GR3D_FREQ 73%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.656C SOC2@55.468C SOC0@55.125C CV1@-256C GPU@56.5C tj@56.5C SOC1@55.125C CV2@-256C VDD_IN 7827mW/7726mW VDD_CPU_GPU_CV 2671mW/2821mW VDD_SOC 1916mW/1804mW
05-31-2024 13:29:51 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [26%@1036,25%@1133,21%@1036,24%@1036,10%@729,18%@729] EMC_FREQ 26%@2133 GR3D_FREQ 76%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.437C SOC2@55.562C SOC0@55.062C CV1@-256C GPU@56.312C tj@56.437C SOC1@55.25C CV2@-256C VDD_IN 7867mW/7729mW VDD_CPU_GPU_CV 2711mW/2818mW VDD_SOC 1916mW/1807mW
05-31-2024 13:29:52 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [23%@1113,31%@1113,21%@1113,26%@1113,17%@981,13%@1036] EMC_FREQ 26%@2133 GR3D_FREQ 65%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.687C SOC2@55.5C SOC0@55.031C CV1@-256C GPU@56.375C tj@56.687C SOC1@55.218C CV2@-256C VDD_IN 7747mW/7730mW VDD_CPU_GPU_CV 2631mW/2813mW VDD_SOC 1916mW/1810mW
05-31-2024 13:29:53 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [26%@1497,29%@1497,19%@1497,20%@1411,21%@729,10%@729] EMC_FREQ 26%@2133 GR3D_FREQ 72%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.406C SOC2@55.375C SOC0@55.093C CV1@-256C GPU@56.468C tj@56.468C SOC1@55.218C CV2@-256C VDD_IN 7747mW/7730mW VDD_CPU_GPU_CV 2631mW/2809mW VDD_SOC 1916mW/1812mW
05-31-2024 13:29:54 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [33%@1190,24%@1190,24%@1190,19%@1267,10%@729,9%@729] EMC_FREQ 26%@2133 GR3D_FREQ 70%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.687C SOC2@55.375C SOC0@55.062C CV1@-256C GPU@56.468C tj@56.687C SOC1@55.125C CV2@-256C VDD_IN 7827mW/7732mW VDD_CPU_GPU_CV 2671mW/2805mW VDD_SOC 1916mW/1815mW
05-31-2024 13:29:55 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [26%@1344,24%@1344,26%@1344,20%@1344,11%@729,15%@729] EMC_FREQ 26%@2133 GR3D_FREQ 71%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.5C SOC2@55.343C SOC0@54.937C CV1@-256C GPU@56.156C tj@56.5C SOC1@55.187C CV2@-256C VDD_IN 7707mW/7732mW VDD_CPU_GPU_CV 2631mW/2801mW VDD_SOC 1876mW/1816mW
05-31-2024 13:29:56 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [31%@1344,21%@1344,26%@1344,25%@1420,8%@729,21%@729] EMC_FREQ 26%@2133 GR3D_FREQ 52%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.406C SOC2@55.468C SOC0@55.062C CV1@-256C GPU@56.25C tj@56.406C SOC1@55.156C CV2@-256C VDD_IN 7867mW/7735mW VDD_CPU_GPU_CV 2671mW/2798mW VDD_SOC 1916mW/1819mW
05-31-2024 13:29:57 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [24%@1510,23%@1497,22%@1497,32%@1497,7%@729,9%@729] EMC_FREQ 26%@2133 GR3D_FREQ 41%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.687C SOC2@55.406C SOC0@55.125C CV1@-256C GPU@56.343C tj@56.687C SOC1@55.156C CV2@-256C VDD_IN 7827mW/7737mW VDD_CPU_GPU_CV 2711mW/2796mW VDD_SOC 1916mW/1821mW
05-31-2024 13:29:58 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [22%@1420,21%@1420,25%@1344,21%@1344,13%@729,18%@729] EMC_FREQ 26%@2133 GR3D_FREQ 73%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.5C SOC2@55.406C SOC0@54.968C CV1@-256C GPU@56.562C tj@56.562C SOC1@55.062C CV2@-256C VDD_IN 7827mW/7739mW VDD_CPU_GPU_CV 2671mW/2793mW VDD_SOC 1916mW/1823mW
05-31-2024 13:29:59 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [37%@1420,20%@1497,18%@1497,21%@1497,8%@729,12%@729] EMC_FREQ 27%@2133 GR3D_FREQ 93%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.593C SOC2@55.437C SOC0@55.125C CV1@-256C GPU@56.343C tj@56.593C SOC1@55.343C CV2@-256C VDD_IN 8027mW/7745mW VDD_CPU_GPU_CV 2830mW/2794mW VDD_SOC 1916mW/1825mW
05-31-2024 13:30:00 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [25%@883,23%@960,24%@960,20%@960,10%@729,15%@729] EMC_FREQ 26%@2133 GR3D_FREQ 73%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.437C SOC2@55.5C SOC0@55.031C CV1@-256C GPU@56.437C tj@56.437C SOC1@55.187C CV2@-256C VDD_IN 7787mW/7746mW VDD_CPU_GPU_CV 2631mW/2790mW VDD_SOC 1916mW/1827mW
05-31-2024 13:30:01 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [28%@806,24%@806,26%@806,17%@1202,16%@729,12%@729] EMC_FREQ 26%@2133 GR3D_FREQ 83%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.5C SOC2@55.468C SOC0@55.062C CV1@-256C GPU@56.281C tj@56.5C SOC1@55.406C CV2@-256C VDD_IN 7827mW/7748mW VDD_CPU_GPU_CV 2671mW/2788mW VDD_SOC 1916mW/1829mW
05-31-2024 13:30:02 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [23%@1113,22%@1190,27%@1190,24%@1190,19%@729,21%@729] EMC_FREQ 26%@2133 GR3D_FREQ 24%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.562C SOC2@55.406C SOC0@55.062C CV1@-256C GPU@56.187C tj@56.562C SOC1@55.187C CV2@-256C VDD_IN 7747mW/7748mW VDD_CPU_GPU_CV 2631mW/2785mW VDD_SOC 1876mW/1830mW
05-31-2024 13:30:03 RAM 4283/7451MB (lfb 1x2MB) SWAP 608/3725MB (cached 4MB) CPU [22%@1267,20%@1267,18%@1344,35%@1344,15%@729,8%@729] EMC_FREQ 26%@2133 GR3D_FREQ 76%@[624,0] VIC_FREQ 115 APE 200 CV0@-256C CPU@56.437C SOC2@55.406C SOC0@55C CV1@-256C GPU@56.406C tj@56.562C SOC1@55.406C CV2@-256C VDD_IN 7787mW/7749mW VDD_CPU_GPU_CV 2671mW/2782mW VDD_SOC 1916mW/1831mW
